customer_id,bad_flag,pd_score
OOT000383,0,0.059086673
OOT000384,0,0.031532454
OOT000385,0,0.069109298
OOT000386,0,0.117872245
OOT000387,0,0.036893367
OOT000388,1,0.163361099
OOT000389,0,0.051938085
OOT000390,0,0.063508118
OOT000391,1,0.066008846
OOT000392,0,0.093538072
OOT000393,0,0.046395209
OOT000394,0,0.071000668
OOT000395,0,0.040125191
OOT000396,0,0.063340308
OOT000397,0,0.034004353
OOT000398,0,0.033356236
OOT000399,0,0.037889498
OOT000400,0,0.02923787
OOT000401,0,0.060036257
OOT000402,0,0.117669821
OOT000403,0,0.041144697
OOT000404,0,0.07012482
OOT000405,0,0.066698931
OOT000406,0,0.037714517
OOT000407,0,0.049739623
OOT000408,0,0.131850083
OOT000409,0,0.06570484
OOT000410,0,0.146984697
OOT000411,0,0.046529252
OOT000412,0,0.030800699
OOT000413,0,0.032783381
OOT000414,0,0.058593917
OOT000415,0,0.042375691
OOT000416,0,0.063099049
OOT000417,0,0.04944155
OOT000418,0,0.042451771
OOT000419,0,0.035468879
OOT000420,0,0.088233773
OOT000421,0,0.039501053
OOT000422,0,0.053159316
OOT000423,0,0.044532515
OOT000424,1,0.053531969
OOT000425,0,0.058346929
OOT000426,0,0.042897082
OOT000427,0,0.083931919
OOT000428,0,0.046981862
OOT000429,0,0.05501656
OOT000430,0,0.042666559
OOT000431,0,0.073225375
OOT000432,0,0.036249069
OOT000433,0,0.033978053
OOT000434,0,0.021229989
OOT000435,0,0.055021535
OOT000436,0,0.049625983
OOT000437,0,0.039338379
OOT000438,0,0.12569362
OOT000439,1,0.043401459
OOT000440,1,0.07510594
OOT000441,0,0.040599293
OOT000442,0,0.07123309
OOT000443,1,0.174265301
OOT000444,0,0.096841757
OOT000445,0,0.070128949
OOT000446,0,0.047354801
OOT000447,0,0.321730026
OOT000448,0,0.04923107
OOT000449,0,0.072998267
OOT000450,0,0.070299167
OOT000451,0,0.059068266
OOT000452,0,0.17288222
OOT000453,0,0.044431629
OOT000454,0,0.054082455
OOT000455,0,0.047423955
OOT000456,0,0.049274428
OOT000457,0,0.028549106
OOT000458,0,0.035986173
OOT000459,0,0.076924612
OOT000460,0,0.024626231
OOT000461,0,0.06348148
OOT000462,0,0.034658768
OOT000463,0,0.050818154
OOT000464,0,0.054516028
OOT000465,1,0.116212033
OOT000466,0,0.095333576
OOT000467,0,0.040294822
OOT000468,0,0.062595278
OOT000469,1,0.05432499
OOT000470,0,0.057131501
OOT000471,0,0.02955789
OOT000472,0,0.036190113
OOT000473,0,0.032097858
OOT000474,0,0.06295404
OOT000475,0,0.047711319
OOT000476,0,0.050316398
OOT000477,0,0.048195784
OOT000478,0,0.03769904
OOT000479,0,0.049590666
OOT000480,0,0.045718751
OOT000481,0,0.052669495
OOT000482,0,0.044064945
OOT000483,0,0.027901412
OOT000484,0,0.093642634
OOT000485,1,0.067149922
OOT000486,0,0.033046577
OOT000487,0,0.05108636
OOT000488,0,0.037854537
OOT000489,0,0.06277974
OOT000490,0,0.104655289
OOT000491,0,0.101109698
OOT000492,0,0.031589051
OOT000493,0,0.069975367
OOT000494,0,0.051546456
OOT000495,0,0.044699701
OOT000496,0,0.057045775
OOT000497,0,0.077490742
OOT000498,0,0.043099142
OOT000499,0,0.041221535
OOT000500,1,0.065798492
OOT000501,0,0.04754941
OOT000502,1,0.039284206
OOT000503,0,0.07566529
OOT000504,0,0.034153434
OOT000505,0,0.049866761
OOT000506,1,0.041034341
OOT000507,1,0.110416292
OOT000508,0,0.037852451
OOT000509,0,0.069245148
OOT000510,0,0.048120422
OOT000511,0,0.105097813
OOT000512,0,0.048922737
OOT000513,0,0.043382105
OOT000514,0,0.090158655
OOT000515,0,0.075700016
OOT000516,0,0.047915629
OOT000517,1,0.075373517
OOT000518,0,0.042765139
OOT000519,0,0.042885404
OOT000520,0,0.054566857
OOT000521,0,0.035815455
OOT000522,0,0.046855756
OOT000523,0,0.055931264
OOT000524,0,0.053112006
OOT000525,0,0.090716994
OOT000526,0,0.055426073
OOT000527,0,0.034612937
OOT000528,0,0.045260021
OOT000529,0,0.091432977
OOT000530,0,0.071394512
OOT000531,0,0.068981784
OOT000532,0,0.044413008
OOT000533,0,0.055443148
OOT000534,0,0.067279952
OOT000535,0,0.041999626
OOT000536,0,0.030368355
OOT000537,0,0.031675706
OOT000538,0,0.028108361
OOT000539,0,0.053823458
OOT000540,0,0.024981749
OOT000541,0,0.051675089
OOT000542,0,0.058259811
OOT000543,1,0.082317452
OOT000544,1,0.035651457
OOT000545,0,0.039382077
OOT000546,1,0.04648141
OOT000547,0,0.052256514
OOT000548,0,0.059922112
OOT000549,0,0.075644122
OOT000550,0,0.025338725
OOT000551,0,0.049975359
OOT000552,0,0.096642591
OOT000553,0,0.043750544
OOT000554,0,0.063078964
OOT000555,0,0.041100252
OOT000556,0,0.092721369
OOT000557,1,0.078936809
OOT000558,0,0.182800373
OOT000559,0,0.142761461
OOT000560,0,0.079570914
OOT000561,1,0.060147778
OOT000562,0,0.057428757
OOT000563,0,0.044356651
OOT000564,0,0.121483998
OOT000565,1,0.03835292
OOT000566,0,0.045773435
OOT000567,0,0.097185006
OOT000568,0,0.053479224
OOT000569,0,0.036807171
OOT000570,0,0.066622426
OOT000571,0,0.072138518
OOT000572,0,0.043168214
OOT000573,1,0.050224535
OOT000574,0,0.025584123
OOT000575,0,0.453304032
OOT000576,0,0.064059757
OOT000577,0,0.066215607
OOT000578,0,0.154152208
OOT000579,0,0.044475991
OOT000580,0,0.041049683
OOT000581,0,0.063057763
OOT000582,0,0.092637855
OOT000583,0,0.057253012
OOT000584,0,0.043925961
OOT000585,0,0.041283617
OOT000586,0,0.047868695
OOT000587,0,0.105707174
OOT000588,0,0.028456817
OOT000589,0,0.035404982
OOT000590,0,0.061064053
OOT000591,0,0.074009903
OOT000592,0,0.040799726
OOT000593,0,0.074750977
OOT000594,0,0.034355882
OOT000595,0,0.044463947
OOT000596,0,0.045572288
OOT000597,0,0.188352343
OOT000598,0,0.045082487
OOT000599,0,0.040193957
OOT000600,0,0.054568672
OOT000601,1,0.049684601
OOT000602,0,0.06999258
OOT000603,0,0.058032311
OOT000604,0,0.055707642
OOT000605,0,0.099025397
OOT000606,0,0.048956199
OOT000607,0,0.048549752
OOT000608,0,0.057122888
OOT000609,1,0.085194702
OOT000610,0,0.062129169
OOT000611,0,0.047311187
OOT000612,0,0.073907915
OOT000613,0,0.050494066
OOT000614,0,0.068154311
OOT000615,0,0.081495519
OOT000616,0,0.048938938
OOT000617,0,0.063629604
OOT000618,0,0.080036649
OOT000619,0,0.041443466
OOT000620,0,0.056837197
OOT000621,1,0.060538165
OOT000622,0,0.043585579
OOT000623,0,0.037523275
OOT000624,0,0.037204195
OOT000625,0,0.05472188
OOT000626,0,0.042532969
OOT000627,0,0.06363002
OOT000628,0,0.044163623
OOT000629,1,0.077076033
OOT000630,0,0.044301839
OOT000631,0,0.045234592
OOT000632,0,0.05378453
OOT000633,0,0.066658105
OOT000634,0,0.035928551
OOT000635,0,0.048987212
OOT000636,0,0.049579872
OOT000637,0,0.043543927
OOT000638,0,0.076293832
OOT000639,1,0.059324786
OOT000640,0,0.057229463
OOT000641,0,0.094547712
OOT000642,0,0.042129276
OOT000643,0,0.051077948
OOT000644,0,0.04204114
OOT000645,1,0.027908328
OOT000646,0,0.059112559
OOT000647,0,0.027808375
OOT000648,0,0.06074452
OOT000649,0,0.065691172
OOT000650,0,0.040445451
OOT000651,0,0.066309723
OOT000652,0,0.037009601
OOT000653,0,0.052931893
OOT000654,0,0.042324393
OOT000655,1,0.066040956
OOT000656,0,0.044274525
OOT000657,0,0.043475821
OOT000658,0,0.063021287
OOT000659,0,0.035556914
OOT000660,0,0.050542912
OOT000661,0,0.043434121
OOT000662,0,0.03941618
OOT000663,0,0.03492348
OOT000664,0,0.05541861
OOT000665,0,0.05735897
OOT000666,0,0.043681113
OOT000667,0,0.037905032
OOT000668,0,0.058052127
OOT000669,0,0.062695781
OOT000670,0,0.091296312
OOT000671,0,0.036861883
OOT000672,0,0.028576966
OOT000673,0,0.183118819
OOT000674,0,0.034112264
OOT000675,0,0.049807452
OOT000676,0,0.031439584
OOT000677,0,0.024434154
OOT000678,0,0.07986309
OOT000679,0,0.039967131
OOT000680,0,0.04249801
OOT000681,0,0.034039022
OOT000682,0,0.038601031
OOT000683,0,0.199312015
OOT000684,0,0.08955564
OOT000685,0,0.032755137
OOT000686,0,0.04824687
OOT000687,1,0.052515043
OOT000688,0,0.056006155
OOT000689,0,0.036344976
OOT000690,0,0.038187599
OOT000691,0,0.055261885
OOT000692,0,0.04941884
OOT000693,0,0.033817012
OOT000694,1,0.041023083
OOT000695,0,0.192472575
OOT000696,0,0.080380227
OOT000697,0,0.026503768
OOT000698,0,0.14662989
OOT000699,0,0.090892452
OOT000700,0,0.026794999
OOT000701,1,0.112841664
OOT000702,0,0.041671942
OOT000703,0,0.078913511
OOT000704,0,0.035373408
OOT000705,0,0.060143431
OOT000706,0,0.037728831
OOT000707,0,0.036475577
OOT000708,0,0.135140556
OOT000709,0,0.037886235
OOT000710,0,0.039724349
OOT000711,0,0.047241525
OOT000712,0,0.095788881
OOT000713,0,0.040800021
OOT000714,0,0.062202921
OOT000715,0,0.05574253
OOT000716,0,0.064884721
OOT000717,0,0.053647318
OOT000718,0,0.113882092
OOT000719,0,0.037865466
OOT000720,0,0.055780106
OOT000721,0,0.045441572
OOT000722,1,0.094313447
OOT000723,1,0.048004055
OOT000724,0,0.046279808
OOT000725,0,0.062468832
OOT000726,0,0.055557918
OOT000727,0,0.168026649
OOT000728,0,0.051991082
OOT000729,0,0.056554983
OOT000730,0,0.06564121
OOT000731,0,0.047212388
OOT000732,0,0.054525652
OOT000733,0,0.051607119
OOT000734,0,0.030671755
OOT000735,1,0.033031039
OOT000736,1,0.076988499
OOT000737,0,0.10898472
OOT000738,0,0.089633241
OOT000739,0,0.037688083
OOT000740,0,0.029631148
OOT000741,0,0.169257949
OOT000742,0,0.049695655
OOT000743,1,0.056063206
OOT000744,0,0.068219769
OOT000745,0,0.165858669
OOT000746,1,0.175885717
OOT000747,0,0.227763585
OOT000748,0,0.047733322
OOT000749,0,0.048621406
OOT000750,0,0.042082293
OOT000751,0,0.033849383
OOT000752,0,0.034557343
OOT000753,0,0.052015631
OOT000754,0,0.141161971
OOT000755,0,0.061598136
OOT000756,0,0.045254848
OOT000757,0,0.058433299
OOT000758,0,0.04732205
OOT000759,1,0.076291577
OOT000760,0,0.073233055
OOT000761,0,0.052511522
OOT000762,0,0.057729567
OOT000763,0,0.025303955
OOT000764,0,0.058710904
OOT000765,0,0.061030398
OOT000766,0,0.032908951
OOT000767,0,0.048791677
OOT000768,0,0.026107617
OOT000769,0,0.097832632
OOT000770,0,0.043992314
OOT000771,1,0.055343099
OOT000772,0,0.062769607
OOT000773,0,0.030185155
OOT000774,0,0.053689758
OOT000775,0,0.031071455
OOT000776,0,0.188616249
OOT000777,0,0.058081361
OOT000778,0,0.063670577
OOT000779,1,0.048059429
OOT000780,0,0.038369487
OOT000781,0,0.043122743
OOT000782,0,0.041923309
OOT000783,0,0.041166154
OOT000784,0,0.0805831
OOT000785,0,0.091164837
OOT000786,0,0.041302124
OOT000787,0,0.043516834
OOT000788,0,0.038361025
OOT000789,0,0.04881182
OOT000790,0,0.055470065
OOT000791,0,0.051091103
OOT000792,0,0.089547613
OOT000793,0,0.0490371
OOT000794,0,0.044210246
OOT000795,0,0.080856196
OOT000796,0,0.117766006
OOT000797,0,0.041745372
OOT000798,0,0.070264258
OOT000799,0,0.047317997
OOT000800,1,0.068613638
OOT000801,0,0.027176253
OOT000802,0,0.042957806
OOT000803,0,0.098444197
OOT000804,0,0.039573066
OOT000805,0,0.07474689
OOT000806,0,0.217244456
OOT000807,0,0.099040897
OOT000808,1,0.052486842
OOT000809,0,0.036289959
OOT000810,0,0.084628511
OOT000811,0,0.044074553
OOT000812,0,0.042271959
OOT000813,1,0.559145235
OOT000814,1,0.05630247
OOT000815,0,0.036362998
OOT000816,0,0.026224503
OOT000817,0,0.038800338
OOT000818,0,0.169007253
OOT000819,0,0.058290075
OOT000820,0,0.045578952
OOT000821,0,0.037291371
OOT000822,0,0.05297507
OOT000823,0,0.080188851
OOT000824,0,0.051457994
OOT000825,1,0.060366319
OOT000826,0,0.065042059
OOT000827,0,0.03124288
OOT000828,0,0.038864076
OOT000829,0,0.058689224
OOT000830,0,0.033269589
OOT000831,0,0.060792673
OOT000832,0,0.037951548
OOT000833,0,0.207156015
OOT000834,0,0.026617141
OOT000835,0,0.03919673
OOT000836,0,0.023792029
OOT000837,0,0.071953518
OOT000838,0,0.026266237
OOT000839,0,0.039586444
OOT000840,0,0.037142096
OOT000841,0,0.036898769
OOT000842,0,0.049755394
OOT000843,0,0.057945207
OOT000844,0,0.034548124
OOT000845,0,0.077606932
OOT000846,0,0.065168649
OOT000847,0,0.056865136
OOT000848,0,0.088645117
OOT000849,0,0.034233989
OOT000850,0,0.155928691
OOT000851,0,0.048931429
OOT000852,0,0.044553861
OOT000853,0,0.042112218
OOT000854,0,0.077371891
OOT000855,0,0.054287415
OOT000856,0,0.032437136
OOT000857,0,0.052771456
OOT000858,1,0.07873996
OOT000859,0,0.064226875
OOT000860,0,0.028147701
OOT000861,0,0.053262391
OOT000862,0,0.041533334
OOT000863,0,0.041711824
OOT000864,0,0.052582696
OOT000865,0,0.036483952
OOT000866,0,0.055828436
OOT000867,0,0.149512749
OOT000868,0,0.141908858
OOT000869,0,0.046433349
OOT000870,0,0.073466601
OOT000871,0,0.033325601
OOT000872,0,0.03556839
OOT000873,0,0.054167157
OOT000874,0,0.037293899
OOT000875,0,0.072080278
OOT000876,0,0.058017637
OOT000877,0,0.044369115
OOT000878,0,0.042643615
OOT000879,0,0.044120142
OOT000880,0,0.051516092
OOT000881,0,0.060109678
OOT000882,0,0.04781178
OOT000883,1,0.027117182
OOT000884,0,0.066604637
OOT000885,0,0.072141121
OOT000886,0,0.051729074
OOT000887,0,0.04443845
OOT000888,0,0.056777465
OOT000889,0,0.089771216
OOT000890,0,0.040024177
OOT000891,0,0.057655192
OOT000892,0,0.039221403
OOT000893,0,0.031739836
OOT000894,0,0.053587069
OOT000895,1,0.080038137
OOT000896,0,0.070053018
OOT000897,0,0.048809701
OOT000898,0,0.059421653
OOT000899,0,0.046094739
OOT000900,0,0.054402815
OOT000901,0,0.04383181
OOT000902,0,0.043611558
OOT000903,0,0.052221132
OOT000904,0,0.089603604
OOT000905,0,0.055033669
OOT000906,1,0.06259751
OOT000907,0,0.036678216
OOT000908,0,0.034771111
OOT000909,0,0.053116286
OOT000910,0,0.093513041
OOT000911,0,0.045145822
OOT000912,0,0.066780929
OOT000913,0,0.043314979
OOT000914,0,0.068012878
OOT000915,0,0.048506305
OOT000916,1,0.032007556
OOT000917,1,0.16011067
OOT000918,0,0.063431467
OOT000919,0,0.054757191
OOT000920,0,0.052472193
OOT000921,1,0.128688287
OOT000922,0,0.033508204
OOT000923,0,0.051169837
OOT000924,0,0.046762952
OOT000925,0,0.046000608
OOT000926,0,0.0482123
OOT000927,0,0.048211369
OOT000928,0,0.053770393
OOT000929,0,0.041361165
OOT000930,0,0.046298722
OOT000931,0,0.0457803
OOT000932,0,0.032088041
OOT000933,0,0.059192216
OOT000934,0,0.045401913
OOT000935,0,0.033857736
OOT000936,0,0.042890043
OOT000937,0,0.030554095
OOT000938,0,0.119237258
OOT000939,0,0.053927752
OOT000940,0,0.03665592
OOT000941,0,0.084345055
OOT000942,0,0.122533168
OOT000943,0,0.058539826
OOT000944,0,0.116441649
OOT000945,0,0.030576654
OOT000946,0,0.042778501
OOT000947,0,0.037700124
OOT000948,0,0.046460656
OOT000949,0,0.056643691
OOT000950,0,0.065778983
OOT000951,0,0.030276886
OOT000952,0,0.030665218
OOT000953,0,0.055017986
OOT000954,0,0.027222126
OOT000955,0,0.033479911
OOT000956,0,0.065271586
OOT000957,0,0.036466435
OOT000958,0,0.062670329
OOT000959,0,0.043005459
OOT000960,1,0.027731987
OOT000961,0,0.041862962
OOT000962,0,0.056387634
OOT000963,0,0.05565128
OOT000964,0,0.026510954
OOT000965,0,0.092908274
OOT000966,0,0.044807915
OOT000967,0,0.074973846
OOT000968,0,0.04893391
OOT000969,0,0.049953322
OOT000970,1,0.208062111
OOT000971,0,0.049627932
OOT000972,1,0.146851655
OOT000973,0,0.102453429
OOT000974,0,0.029618179
OOT000975,0,0.043763128
OOT000976,0,0.120471778
OOT000977,0,0.098596367
OOT000978,0,0.029929212
OOT000979,0,0.03935051
OOT000980,0,0.028113379
OOT000981,0,0.02139315
OOT000982,0,0.06084886
OOT000983,0,0.171448439
OOT000984,0,0.059658677
OOT000985,0,0.043323769
OOT000986,0,0.059174315
OOT000987,0,0.032235469
OOT000988,0,0.033026043
OOT000989,0,0.064494122
OOT000990,0,0.053100566
OOT000991,0,0.07381996
OOT000992,0,0.091318508
OOT000993,0,0.055213777
OOT000994,0,0.067020049
OOT000995,0,0.037411625
OOT000996,0,0.084594372
OOT000997,1,0.042005282
